BsmtFinSF1,GarageCars,1stFlrSF,TotalBsmtSF,2ndFlrSF,GrLivArea,OverallQual,Saleprice
1234,3,1698,1698,0,1698,9,320000
375,2,864,864,0,864,4,120500
808,2,1680,880,0,1680,6,222000
724,2,1232,1232,0,1232,7,194500
0,3,1776,1584,0,1776,5,110000
152,2,848,780,0,1208,4,103000
1180,2,1616,1595,0,1616,8,236500
786,2,1146,868,0,1146,7,187500
252,2,1153,1153,878,2031,7,222500
594,1,1144,864,0,1144,5,131400
0,1,948,948,0,948,5,108000
390,2,880,880,888,1768,7,163000
0,2,1040,0,0,1040,3,93500
0,3,901,893,900,1801,8,239900
1200,0,1200,1200,0,1200,5,179000
0,2,864,864,864,1728,7,190000
0,2,768,264,664,1432,5,132000
832,1,912,912,0,912,6,142000
0,2,1349,1349,0,1349,7,179000
444,2,1464,520,0,1464,5,175000
733,2,1337,1337,0,1337,8,180000
575,2,1175,1142,1540,2715,8,299800
300,2,980,952,1276,2256,7,236000
0,4,1320,1240,1320,2640,7,265979
919,2,1720,1720,0,1720,7,260400
0,1,1088,0,441,1529,4,98000
0,0,792,576,348,1140,4,96500
0,2,660,660,660,1320,7,162000
1200,2,1494,1479,0,1494,6,217000
0,3,1038,1030,1060,2098,8,275500
439,2,1026,1026,0,1026,6,156000
381,2,742,729,729,1471,6,172500
20,2,866,866,902,1768,8,212000
438,2,672,672,714,1386,6,158900
549,2,757,744,744,1501,7,179400
56,3,1328,1318,1203,2531,8,290000
612,1,864,864,0,864,6,127500
405,2,1301,1145,0,1301,5,100000
24,2,764,756,783,1547,7,215200
1163,3,1268,1252,1097,2365,8,337000
437,2,1494,1494,0,1494,8,270000
0,2,1506,1498,0,1506,9,264132
394,2,980,980,734,1714,7,196500
660,1,983,983,767,1750,6,160000
24,2,1836,1860,0,1836,7,216837
1416,3,1690,1650,1589,3279,8,538000
685,2,858,858,0,858,5,134900
836,2,1220,836,0,1220,4,102000
422,2,1117,1029,0,1117,6,107000
456,1,912,912,0,912,5,114500
0,3,1973,1935,0,1973,8,395000
866,2,1204,1204,0,1204,6,162000
20,3,1614,1614,0,1614,7,221500
762,2,894,864,0,894,5,142500
0,2,2020,0,0,2020,5,144000
975,2,1004,975,0,1004,6,135000
0,2,1253,1237,0,1253,7,176000
387,2,810,761,793,1603,6,175900
0,2,1430,1413,0,1430,7,187100
1097,2,1110,1097,0,1110,5,165500
0,0,742,742,742,1484,6,128000
251,2,1342,1372,0,1342,6,161500
686,1,966,686,686,1652,5,139000
656,2,956,956,1128,2084,7,233000
0,1,901,901,0,901,4,107900
568,2,976,832,1111,2087,6,187500
16,2,1145,1145,0,1145,7,160200
539,2,1062,1029,0,1062,6,146800
862,2,1127,1117,886,2013,7,269790
0,2,1496,1496,0,1496,8,225000
0,2,1086,712,809,1895,7,194500
0,2,888,650,676,1564,6,171000
0,2,1285,660,0,1285,6,143500
570,1,773,773,0,773,5,110000
0,3,1966,1926,1174,3140,9,485000
569,1,981,731,787,1768,5,175000
462,2,616,616,1072,1688,6,200000
197,2,1196,1196,0,1196,4,109900
648,2,728,728,728,1456,7,189000
0,3,1734,1734,1088,2822,9,582933
812,1,1128,936,0,1128,5,118000
0,2,1428,1417,0,1428,7,227680
400,1,980,980,0,980,5,135500
1309,2,1072,1324,504,1576,5,223500
516,2,1086,1024,0,1086,5,159950
0,2,1075,849,1063,2138,5,106000
663,2,1309,1040,0,1309,6,181000
662,2,848,848,0,848,6,144500
0,2,1044,540,0,1044,5,55993
608,1,1442,1442,0,1442,6,157900
0,1,686,686,564,1250,5,116000
0,2,1661,1649,0,1661,7,224900
486,1,1008,1008,0,1008,5,137000
1218,3,1689,1568,0,1689,8,271000
504,2,1052,1010,0,1052,6,155000
733,2,1358,1358,0,1358,7,224000
0,2,798,798,842,1640,7,183000
0,2,936,936,0,936,4,93000
0,2,847,847,886,1733,7,225000
0,1,944,778,545,1489,6,139500
0,2,1489,1489,0,1489,8,232600
1636,3,2084,2078,0,2084,10,385000
784,0,784,784,0,784,5,109500
20,2,1434,1454,0,1434,7,189000
249,2,1160,1013,966,2126,5,185000
0,2,520,600,623,1223,7,147400
1040,2,1392,1392,0,1392,6,166000
0,2,520,600,600,1200,7,151000
483,2,941,941,888,1829,7,237000
196,2,1516,1516,0,1516,6,167000
572,2,1144,1144,0,1144,5,139950
442,2,1067,1067,0,1067,4,128000
338,2,1559,1559,0,1559,5,153500
330,1,483,483,504,987,6,100000
0,1,1099,1099,0,1099,5,144000
352,1,768,768,432,1200,5,130500
156,1,810,672,672,1482,6,140000
0,2,958,650,581,1539,5,157500
312,2,1165,1127,0,1165,6,174900
0,0,1800,1800,0,1800,5,141000
0,3,876,876,540,1416,5,153900
1390,2,1701,1390,0,1701,5,171000
513,2,1006,740,769,1775,7,213000
460,1,864,864,0,864,5,133500
0,2,1307,907,1051,2358,6,240000
0,2,1094,528,761,1855,6,187000
659,2,848,848,0,848,6,131500
0,2,1456,1273,0,1456,8,215000
364,1,918,918,728,1646,7,164000
564,2,1445,1127,0,1445,6,158000
306,2,1779,1763,0,1779,5,170000
659,1,1040,1040,0,1040,5,127000
505,2,1026,940,0,1026,6,147000
0,2,702,702,779,1481,6,174000
0,2,1370,1090,0,1370,7,152000
619,2,1512,1054,1142,2654,6,250000
0,1,912,912,514,1426,7,189950
841,2,1039,1039,0,1039,5,131500
338,2,1097,1040,0,1097,6,152000
1148,1,1148,1148,0,1148,5,132500
0,2,1372,1372,0,1372,7,250580
828,2,1002,1002,0,1002,5,148500
0,3,1646,1638,0,1646,8,248900
932,2,1120,1040,0,1120,4,129000
0,2,1547,0,720,2320,5,169000
750,2,1062,1050,887,1949,7,236000
0,1,894,894,0,894,5,109500
505,2,804,804,878,1682,6,200500
0,2,910,105,0,910,5,116000
375,1,1036,832,0,1268,5,133000
0,1,676,676,455,1131,5,66500
64,2,1184,1184,1426,2610,8,303477
633,2,1040,1064,0,1040,4,132250
1170,3,1462,1462,762,2224,9,350000
899,2,1155,1109,0,1155,5,148000
646,1,864,864,0,864,5,136500
980,2,1090,1090,0,1090,5,157000
902,2,1187,1156,530,1717,7,187500
0,2,808,808,785,1593,6,178000
0,1,954,795,795,2230,4,118500
432,1,892,892,0,892,5,100000
1238,2,1709,1698,0,1709,9,328900
528,2,1712,1626,0,1712,5,145000
0,1,872,816,521,1393,5,135500
351,2,2217,2217,0,2217,8,268000
1024,2,1505,1505,0,1505,6,149500
0,2,672,672,252,924,5,122900
226,2,918,918,765,1683,6,172500
663,1,1068,1059,0,1068,6,154500
1064,1,1383,1383,0,1383,5,165000
0,2,1535,0,0,1535,5,118858
400,2,983,780,813,1796,6,140000
285,1,951,951,0,951,4,106500
0,2,1120,0,1120,2240,5,142953
2188,3,2364,2330,0,2364,9,611657
465,1,1236,912,0,1236,5,135000
322,1,858,858,0,858,4,110000
860,1,1306,992,0,1306,5,153000
0,2,807,783,702,1509,7,180000
0,3,1670,1670,0,1670,7,240000
599,1,902,876,0,902,5,125500
354,1,1063,1056,0,1063,5,128000
63,3,1636,1623,0,1636,8,255000
223,1,1020,1017,1037,2057,7,250000
301,2,902,864,0,902,5,131000
0,2,742,742,742,1484,6,174000
443,2,1105,1105,1169,2274,5,154300
196,1,1268,1268,0,1268,5,143500
489,1,1015,768,0,1015,5,88000
284,3,1001,1001,1001,2002,5,145000
294,2,612,612,612,1224,6,173733
0,1,546,546,546,1092,4,75000
50,1,480,480,0,480,2,35311
1059,1,1229,1134,0,1229,4,135000
48,3,912,1104,1215,2127,7,238000
528,2,1414,1184,0,1414,6,176500
814,2,936,928,785,1721,6,201000
1084,0,1272,1272,928,2200,5,145900
28,2,1316,1316,0,1316,6,169990
165,2,1617,1604,0,1617,6,193000
625,2,1686,1686,0,1686,6,207500
767,2,1126,1126,0,1126,5,175000
0,3,1234,1181,1140,2374,8,285000
552,2,1098,832,880,1978,7,176000
0,2,1788,1753,0,1788,8,236500
0,2,993,964,1243,2236,7,222000
16,3,1466,1466,0,1466,8,201000
338,1,925,925,0,925,5,117500
0,3,1905,1905,0,1905,9,320000
20,2,1500,1500,0,1500,7,190000
425,2,2069,585,0,2069,7,242000
0,2,747,600,0,747,4,79900
833,2,1200,1176,0,1200,7,184900
341,2,1113,1113,858,1971,7,253000
464,3,1391,1391,571,1962,7,239799
0,1,1207,1032,1196,2403,7,244400
936,2,1728,1728,0,1728,6,150900
772,2,1022,992,1038,2060,7,214000
1440,0,1440,1440,0,1440,4,150000
0,2,1632,1632,0,1632,5,143000
111,2,1344,819,0,1344,6,137500
1088,2,1188,1088,561,1869,5,124900
748,1,1144,1144,0,1144,5,143000
1300,3,1629,1616,0,1629,8,270000
0,2,936,936,840,1776,7,192500
982,2,1381,1161,0,1381,6,197500
398,2,864,864,0,864,5,129000
641,1,965,828,0,965,5,119900
660,1,768,768,0,768,5,133900
562,2,1168,784,800,1968,5,172000
945,0,980,945,0,980,6,127500
484,2,979,979,979,1958,6,145000
285,2,561,561,668,1229,6,124000
417,2,1057,1057,0,1057,5,132000
699,2,1337,1337,0,1337,7,185000
604,2,696,696,720,1416,7,155000
696,0,858,858,0,858,5,116500
896,2,1542,1330,1330,2872,6,272000
556,2,804,804,744,1548,6,155000
0,2,1800,1800,0,1800,9,239000
624,2,824,817,1070,1894,7,214900
0,2,783,783,701,1484,6,178900
428,1,976,728,332,1308,5,160000
902,1,1098,1098,0,1098,5,135000
0,0,600,600,368,968,3,37900
513,1,1095,588,0,1095,6,140000
0,0,720,720,472,1192,4,135000
567,2,764,764,862,1626,7,173000
0,1,918,918,0,918,6,99500
0,2,1428,1428,0,1428,7,182000
0,2,1136,728,883,2019,7,167500
641,2,673,673,709,1382,7,165000
0,0,869,440,0,869,4,85500
1106,2,1241,1241,0,1241,7,199900
552,2,894,894,0,894,4,110000
651,2,1121,1121,0,1121,5,139000
867,2,999,944,0,999,7,178400
854,3,1276,1225,1336,2612,8,336000
0,2,1266,1266,0,1266,7,159895
0,2,1149,1128,1141,2290,8,255900
0,2,1302,0,432,1734,5,126000
1040,1,1164,1164,0,1164,5,125000
0,1,1001,485,634,1635,6,117000
1646,3,1940,1930,0,1940,9,395192
156,2,1118,848,912,2030,6,195000
0,2,778,770,798,1576,7,197000
1074,3,1407,1396,985,2392,8,348000
216,2,916,916,826,1742,8,168000
536,2,1020,822,831,1851,6,187000
0,2,750,750,750,1500,6,173900
1172,3,1718,1700,0,1718,10,337500
384,1,774,747,456,1230,4,121600
915,1,1050,1050,0,1050,5,136500
0,2,1442,1442,0,1442,6,185000
0,1,1077,1007,0,1077,3,91000
686,2,1208,1187,0,1208,7,206000
0,2,944,0,0,944,3,82000
0,1,691,691,0,691,5,86000
24,3,1574,1574,0,1574,8,232000
0,2,1680,1680,0,1680,5,136905
16,2,1504,1346,0,1504,7,181000
595,1,985,985,0,985,5,149900
1237,2,1657,1657,0,1657,6,163500
273,1,546,546,546,1092,4,88000
0,2,1710,1710,0,1710,7,240000
0,0,1008,1008,0,1522,5,102000
0,1,720,720,551,1271,5,135000
0,0,1664,0,0,1664,5,100000
0,1,900,602,602,1502,6,165000
247,1,1022,1022,0,1022,5,85000
336,1,1082,1082,0,1082,6,119200
643,2,810,810,855,1665,8,227000
690,2,1504,1504,0,1504,7,203000
1036,2,1360,1220,0,1360,8,187500
0,2,802,384,670,1472,7,160000
16,2,1506,1362,0,1506,7,213490
1024,2,1132,1132,0,1132,4,176000
684,2,1220,1199,0,1220,7,194000
324,1,912,912,336,1248,5,87000
16,2,1504,1346,0,1504,7,191000
1165,2,2898,1565,0,2898,8,287000
138,2,882,882,0,882,5,112500
697,2,1264,1268,0,1264,5,167500
1513,3,1646,1638,0,1646,8,293077
368,1,968,768,408,1376,5,105000
317,1,672,672,546,1218,6,118000
0,0,948,686,980,1928,5,160000
523,2,1687,824,998,3082,7,197000
1012,3,1352,1338,1168,2520,8,310000
986,3,1654,1654,0,1654,7,230000
0,1,954,920,0,954,5,119750
0,1,845,0,0,845,4,84000
1022,3,1620,1620,0,1620,9,315500
0,2,1055,1055,1208,2263,8,287000
0,0,798,546,546,1344,4,97000
509,1,630,630,0,630,4,80000
168,2,1803,1134,0,1803,5,155000
400,2,800,800,832,1632,6,173000
900,2,1306,1306,0,1306,6,196000
1085,2,1532,1475,797,2329,7,262280
1104,2,2524,2524,0,2524,8,278000
0,2,1733,0,0,1733,3,139600
240,3,1992,1992,876,2868,9,556581
686,2,990,990,0,990,5,145000
0,2,1771,0,0,1771,5,115000
0,1,930,0,0,930,4,84900
0,2,1302,1302,0,1302,7,176485
0,2,1316,1316,0,1316,7,200141
442,2,1127,816,850,1977,6,165000
383,1,1526,1216,0,1526,5,144500
932,2,1091,1065,898,1989,8,255000
644,2,1523,1193,0,1523,6,180000
659,2,1364,1364,0,1364,7,185850
595,2,979,973,871,1850,7,248000
936,3,1130,1104,1054,2184,9,335000
297,2,1096,854,895,1991,6,220000
616,2,1338,1338,0,1338,8,213500
0,3,894,894,0,894,3,81000
0,2,1422,662,915,2337,5,90000
397,2,1103,1103,0,1103,6,110500
740,2,1154,1154,0,1154,5,154000
1201,2,1306,1306,954,2260,7,328000
0,2,799,799,772,1571,6,178000
674,2,798,780,813,1611,6,167900
837,2,1291,942,1230,2521,6,151400
220,2,893,845,0,893,5,135000
586,1,1048,1048,0,1048,5,135000
298,2,829,727,727,1556,6,154000
0,1,1002,810,454,1456,5,91500
535,2,698,690,728,1426,6,159500
0,3,1240,1240,0,1240,7,194000
410,1,960,800,780,1740,7,219500
626,2,1096,796,370,1466,5,170000
75,1,1096,1096,0,1096,5,138800
662,2,848,848,0,848,6,155900
495,1,990,990,0,990,5,126000
656,2,1258,1258,0,1258,6,145000
824,1,1040,1040,0,1040,5,133000
0,2,1459,1459,0,1459,7,192000
553,1,1251,1251,0,1251,6,160000
592,2,691,691,807,1498,6,187500
747,2,996,936,0,996,6,147000
334,1,546,546,546,1092,4,83500
0,3,1082,1082,871,1953,8,252000
0,2,970,970,739,1709,7,137500
1039,2,1247,1247,0,1247,8,197000
0,2,1040,0,0,1040,3,92900
510,2,624,600,628,1252,7,160000
423,2,1390,1181,304,1694,6,136500
661,2,1200,864,0,1200,5,146000
248,1,936,936,0,936,5,129000
24,2,1314,1314,0,1314,6,176432
0,0,773,684,582,1355,6,127000
0,2,1088,1074,0,1088,8,170000
672,1,757,672,567,1324,4,128000
704,2,1601,1271,0,1601,7,157000
290,1,438,290,0,438,2,60000
412,1,950,950,0,950,5,119500
588,1,1134,1010,0,1134,5,135000
655,2,1194,655,0,1194,6,159500
0,2,630,630,672,1302,5,106000
1032,2,1500,1463,1122,2622,8,325000
738,2,1442,910,0,1442,7,179900
0,2,887,868,1134,2021,7,274725
0,2,948,924,742,1690,6,181000
1039,3,1836,1836,0,1836,8,280000
219,2,773,773,885,1658,6,188000
403,2,1098,803,866,1964,7,205000
708,1,816,816,0,816,5,129900
643,1,1008,1008,0,1008,5,134500
415,1,833,833,0,833,5,117000
1004,3,1734,1734,0,1734,8,318000
353,2,779,408,640,1419,8,184100
702,2,894,894,0,894,5,130000
0,1,1021,533,580,1601,5,140000
369,1,1040,1040,0,1040,5,133700
0,1,1012,1012,0,1012,6,118400
24,3,1552,1552,0,1552,7,212900
0,1,960,672,0,960,4,112000
0,0,698,698,0,698,5,118000
0,2,812,384,670,1482,7,163900
0,2,1005,1005,0,1005,4,115000
0,3,1555,1373,0,1555,7,174000
1300,3,1530,1530,0,1530,7,259000
0,2,847,847,1112,1959,7,215000
936,2,936,936,0,936,5,140000
622,2,1328,1122,653,1981,4,135000
212,0,974,974,0,974,5,93500
0,1,1178,1008,1032,2210,6,117500
584,2,1142,1128,878,2020,8,239500
0,2,916,916,684,1600,6,169000
0,1,986,960,0,986,6,102000
280,1,1032,1032,220,1252,6,119000
0,0,780,780,240,1020,5,94000
1567,2,1567,1567,0,1567,6,196000
645,2,1167,915,0,1167,5,144000
852,2,952,952,0,952,5,139000
381,2,1088,780,780,1868,5,197500
1150,3,1466,1466,1362,2828,8,424870
288,0,1006,1006,0,1006,5,80000
348,1,672,672,252,924,4,80000
0,1,1042,1042,534,1576,5,149000
1258,2,1298,1298,0,1298,6,180000
275,1,860,704,704,1564,7,174500
0,1,572,572,539,1111,7,116900
624,2,832,650,650,1482,7,143000
0,1,932,932,0,932,6,124000
176,2,1466,1466,0,1466,5,149900
296,2,1811,1073,0,1811,6,230000
538,1,816,816,0,816,6,120500
454,2,902,864,918,1820,7,201800
1157,2,1437,1437,0,1437,5,218000
633,2,1265,1219,0,1265,5,179900
904,2,1314,1314,0,1314,7,230000
0,3,1580,1580,0,1580,8,235128
442,2,943,901,933,1876,6,185000
311,2,855,855,601,1456,6,146000
728,2,1640,1296,0,1640,6,224000
492,2,894,894,0,894,5,129000
1198,2,1258,1198,0,1258,4,108959
680,2,1432,1360,0,1432,5,194000
0,2,1502,1502,0,1502,7,233170
0,3,1694,1694,0,1694,8,245350
786,2,959,959,712,1671,6,173000
626,2,1236,1127,872,2108,6,235000
1387,3,1831,1930,1796,3627,10,625000
522,1,1118,1096,0,1118,6,171000
662,2,1261,1261,0,1261,6,163000
0,2,625,625,625,1250,7,171900
152,0,1636,1598,971,3086,5,200500
503,2,1170,952,1175,2345,6,239000
700,2,2129,1683,743,2872,8,285000
658,1,923,876,0,923,5,119500
468,1,818,818,406,1224,6,115000
0,1,820,731,523,1343,5,154900
0,0,1124,0,0,1124,5,93000
1216,2,1298,1216,1216,2514,7,250000
1480,2,1652,1600,0,1652,8,392500
2096,3,2411,2396,2065,4476,10,745000
821,2,1130,1120,0,1130,5,120000
1159,3,1572,1572,0,1572,5,186700
392,1,949,784,272,1221,5,104900
440,2,1014,978,685,1699,3,95000
1456,3,1624,1624,0,1624,8,262000
0,2,831,831,829,1660,7,195000
0,2,1028,994,776,1804,7,189000
1159,4,1622,1249,0,1622,4,168000
0,2,764,776,677,1441,8,174000
0,1,842,702,630,1472,5,125000
883,2,1224,1224,0,1224,6,165000
371,1,663,663,689,1352,6,158000
0,2,728,728,728,1456,6,176000
0,3,879,879,984,1863,7,219210
0,1,815,815,875,1690,7,144000
0,2,1212,1212,0,1212,7,178000
547,2,1382,1051,0,1382,4,148000
0,1,864,864,0,864,4,116050
0,2,866,866,913,1779,7,197900
0,1,884,884,464,1348,5,117000
0,2,1630,1630,0,1630,7,213000
788,2,1074,1056,0,1074,5,153500
485,3,2196,2158,0,2196,7,271900
1056,1,1056,1056,0,1056,4,107000
340,2,1700,1682,0,1700,6,200000
504,2,1283,931,0,1283,5,140000
1220,2,1660,1660,0,1660,8,290000
0,2,1055,1055,790,1845,6,189000
427,2,1080,559,672,1752,8,164000
344,1,672,672,0,672,4,113000
648,1,960,648,0,960,4,145000
784,1,999,925,0,999,5,134500
180,1,894,894,0,894,5,125000
0,2,1318,0,584,1902,6,112000
936,2,1314,1300,0,1314,8,229456
0,0,672,0,240,912,4,80500
0,0,672,672,546,1218,6,91500
312,1,912,912,0,912,5,115000
250,1,1211,952,0,1211,5,134000
196,1,1168,1040,678,1846,6,143000
756,2,2136,2136,0,2136,5,137900
724,2,788,788,702,1490,7,184000
507,1,1138,588,0,1138,6,145000
0,3,894,894,1039,1933,6,214000
595,2,912,912,0,912,5,147000
1540,3,1702,1702,0,1702,9,367294
666,1,1507,1075,0,1507,5,127000
498,2,1361,1361,1259,2620,5,190000
803,2,1190,1106,0,1190,5,132500
0,2,1224,0,0,1224,4,101800
1000,2,1188,1188,0,1188,5,142000
0,0,1024,940,940,1964,5,130000
0,1,892,747,892,1784,5,138887
0,2,764,764,862,1626,7,175500
0,2,847,847,1101,1948,7,195000
0,2,1141,1141,0,1141,6,142500
428,2,1484,1476,0,1484,8,265900
550,2,884,884,884,1768,7,224900
0,3,1689,1689,0,1689,7,248328
885,2,1173,1053,0,1173,7,170000
1386,3,2076,2076,0,2076,10,465000
0,2,792,792,725,1517,8,230000
0,2,1140,585,728,1868,6,178000
0,2,756,756,797,1553,7,186500
539,3,1034,1012,0,1034,6,169900
319,2,1134,735,924,2058,6,129500
534,1,988,876,0,988,5,119000
1065,2,2110,2110,0,2110,7,244000
0,2,1405,1405,0,1405,7,171750
510,1,874,864,0,874,5,130000
125,2,1516,1192,651,2167,7,294000
0,2,760,746,896,1656,7,165400
425,1,959,884,408,1367,6,127500
1314,2,1987,1986,0,1987,8,301500
0,0,864,864,0,864,5,99900
655,2,1166,856,0,1166,7,190000
602,2,1054,1054,0,1054,6,151000
0,2,892,841,783,1675,6,181000
504,1,1050,1050,0,1050,5,128900
0,1,1104,1104,684,1788,4,161500
0,2,1060,764,764,1824,6,180500
266,2,1337,1405,0,1337,6,181000
450,2,713,691,739,1452,7,183900
0,1,964,925,925,1889,7,122000
0,3,2018,2002,0,2018,9,378500
192,3,1968,728,1479,3447,8,381000
460,1,874,874,650,1524,5,144000
1258,2,1332,1332,192,1524,7,260000
0,2,1489,1489,0,1489,6,185750
560,1,935,935,0,935,5,137000
719,1,1357,1019,0,1357,6,177000
0,2,661,661,589,1250,5,139000
220,2,928,928,992,1920,5,137000
593,2,735,723,660,1395,6,162000
528,2,1724,1680,0,1724,6,197900
804,2,1128,1128,903,2031,8,237000
0,2,698,698,430,1128,4,68400
788,2,1573,1573,0,1573,7,227000
1053,2,1339,1309,0,1339,7,180000
532,2,1040,1040,0,1040,5,150500
0,0,912,912,912,1824,6,139000
0,1,1699,804,748,2447,6,169000
0,1,825,780,587,1412,6,132500
569,2,1328,1328,0,1328,6,143000
812,2,1582,1624,0,1582,5,190000
1158,2,1659,1501,0,1659,8,278000
0,3,1120,1085,850,1970,8,281000
1014,2,1152,1152,0,1152,5,180500
231,1,630,630,672,1302,5,119500
0,1,1378,994,994,2372,5,107500
194,2,832,832,832,1664,7,162900
167,2,864,864,0,864,5,115000
1016,1,1052,1052,0,1052,5,138500
776,2,1128,1120,0,1128,5,155000
547,2,1072,547,0,1072,6,140000
5644,2,4692,6110,950,5642,10,160000
340,1,1246,1246,0,1246,5,154000
694,2,1005,978,978,1983,7,225000
547,1,753,771,741,1494,6,177500
740,3,1203,1165,1323,2526,8,290000
0,3,1616,1616,0,1616,7,232000
0,2,976,976,732,1708,7,130000
1572,2,1652,1652,0,1652,9,325000
0,2,1368,1368,0,1368,7,202500
746,2,990,990,0,990,5,138000
144,2,1122,924,0,1122,5,147000
1200,2,1294,1278,0,1294,6,179200
1406,2,1902,1902,0,1902,7,335000
925,2,1274,1274,0,1274,7,203000
482,2,1453,1453,1357,2810,8,302000
0,3,1422,1393,1177,2599,9,333168
732,1,948,948,0,948,4,119000
500,2,1092,952,1020,2112,6,206900
0,3,1630,1622,0,1630,8,295493
0,2,1352,1352,0,1352,7,208900
0,3,1787,1753,0,1787,8,275000
492,1,948,864,0,948,4,111000
189,2,1478,1478,0,1478,6,156500
0,1,720,0,0,720,3,72500
674,2,1061,750,862,1923,7,190000
280,0,708,420,0,708,4,82500
0,3,1795,1795,0,1795,8,147000
0,0,796,796,0,796,4,55000
544,0,774,544,0,774,3,79000
641,1,816,816,0,816,5,130500
493,2,1584,1510,1208,2792,6,256000
0,2,955,935,677,1632,7,176500
0,3,1588,1588,0,1588,8,227000
483,2,954,911,0,954,5,132500
690,1,816,816,0,816,4,100000
0,1,803,803,557,1360,5,125500
765,2,765,765,600,1365,5,125000
686,2,1334,1350,0,1334,6,167900
0,2,1656,1656,0,1656,5,135000
0,0,693,693,0,693,4,52500
700,2,920,916,941,1861,7,200000
360,1,864,864,0,864,5,128500
0,4,872,858,0,872,4,123000
814,2,1114,1114,0,1114,6,155000
0,2,1284,1284,885,2169,8,228500
0,2,1172,896,741,1913,6,177000
0,2,728,728,728,1456,7,155835
250,1,960,960,0,960,4,108500
297,2,2156,1568,0,2156,7,262500
80,3,1776,1732,0,1776,8,283463
1443,2,1494,1482,0,1494,7,215000
259,0,938,684,1215,2358,8,122000
500,4,1338,1248,1296,2634,5,200000
319,2,858,858,858,1716,6,171000
0,2,786,698,390,1176,6,134900
816,3,2053,2033,1185,3238,8,410000
735,3,992,992,873,1865,7,235000
0,2,1222,570,698,1920,7,170000
340,1,892,864,0,892,5,110000
734,2,1078,1078,0,1078,5,149900
378,2,769,756,804,1573,6,177500
1447,3,1980,1980,0,1980,9,315000
0,2,990,612,1611,2601,5,189000
1274,2,1530,1530,0,1530,7,260000
0,1,1281,715,457,1738,4,104900
0,2,616,616,796,1412,6,156932
0,2,520,600,600,1200,7,144152
533,2,814,814,860,1674,7,216000
633,2,882,873,908,1790,7,193000
548,1,925,757,550,1475,5,127000
685,2,848,848,0,848,6,144000
370,2,1668,1657,0,1668,8,232000
315,1,840,840,534,1374,4,105000
831,1,1661,992,0,1661,6,165500
975,2,1108,1108,989,2097,7,274300
1282,3,2633,2633,0,2633,10,466500
0,3,1026,1026,932,1958,7,250000
0,3,1571,1571,0,1571,8,239000
384,1,790,768,0,790,6,91000
408,2,984,984,620,1604,5,117000
309,1,483,483,504,987,6,83000
0,2,754,384,640,1394,5,167500
203,1,864,864,0,864,3,58500
865,2,2117,1205,0,2117,6,237500
0,2,998,596,764,1762,7,157000
0,2,1416,816,0,1416,5,112000
204,1,698,560,560,1258,6,105000
735,1,796,796,358,1154,4,125500
790,2,1392,1392,1392,2784,7,250000
168,1,1664,714,862,2526,6,136000
1320,3,1746,1746,0,1746,9,377500
375,2,869,735,349,1218,6,131000
1400,2,1525,1525,0,1525,7,235000
0,3,1584,1584,0,1584,5,124000
769,1,900,864,0,900,5,123000
0,2,1221,482,691,1912,6,163000
1070,3,1500,1356,0,1500,7,246578
0,3,1133,1094,1349,2482,8,281213
353,2,1687,747,0,1687,5,160000
0,1,939,939,574,1513,5,137500
180,1,1136,1208,768,1904,5,138000
264,1,1160,976,448,1608,6,137450
0,1,950,862,208,1158,6,120000
759,2,864,839,729,1593,6,193000
0,2,1294,1286,0,1294,7,193879
929,3,1464,1485,0,1464,8,282922
0,3,694,672,520,1214,3,105000
1373,2,1646,1594,0,1646,8,275000
656,2,768,768,0,768,5,133000
625,0,833,833,0,833,5,112000
0,2,741,622,622,1363,4,125500
0,2,1236,791,857,2093,7,215000
666,2,944,944,896,1840,7,230000
120,1,1112,856,556,1668,6,140000
0,2,1040,0,0,1040,4,90000
976,2,1844,1844,0,1844,8,257000
0,2,1053,833,795,1848,6,207000
988,3,1569,1386,0,1569,7,175900
0,2,1246,777,1044,2290,4,122500
781,3,1310,1284,1140,2450,8,340000
25,1,1144,1144,0,1144,5,124000
1110,2,1844,1844,0,1844,6,223000
404,2,708,708,708,1416,6,179900
360,2,1069,1069,0,1069,6,127500
686,2,848,848,0,848,6,136500
0,2,1575,697,626,2201,6,274970
457,1,1344,1024,0,1344,5,144000
0,2,1252,1252,0,1252,6,142000
1000,2,1223,1223,904,2127,7,271000
580,1,1048,913,510,1558,5,140000
510,1,804,788,0,804,5,119000
678,2,1440,1440,0,1440,6,182900
0,2,734,732,1104,1838,5,192140
958,2,958,958,0,958,6,143750
0,1,968,656,0,968,4,64500
0,2,962,936,830,1792,6,186500
936,2,1126,1126,0,1126,5,160000
0,2,1537,1319,0,1537,6,174000
616,2,864,864,0,864,4,120500
1336,3,1932,1932,0,1932,8,394617
600,2,1236,912,0,1236,6,149700
315,2,1040,539,685,1725,7,197000
0,2,1423,588,748,2555,6,191000
697,2,848,848,0,848,6,149300
765,3,1026,1017,981,2007,10,310000
0,1,952,952,0,952,6,121000
0,2,1422,1422,0,1422,7,179600
187,1,913,814,0,913,6,129000
593,1,1188,1188,0,1188,5,157900
1079,2,1220,1220,870,2090,8,240000
0,1,796,560,550,1346,4,112000
553,0,630,630,0,630,5,92000
0,0,896,896,896,1792,5,136000
0,3,1578,1573,0,1578,8,287090
547,2,1072,547,0,1072,5,145000
